case_id,CD4_ENSG00000010610.10,TBX21_ENSG00000073861.3,LAG3_ENSG00000089692.9,ICAM1_ENSG00000090339.9,IFNG_ENSG00000111537.5,STAT1_ENSG00000115415.20,GNLY_ENSG00000115523.17,IL18RAP_ENSG00000115607.9,CD274_ENSG00000120217.14,CD80_ENSG00000121594.12,IRF1_ENSG00000125347.14,CXCL9_ENSG00000138755.6,CTLA4_ENSG00000163599.17,ICOS_ENSG00000163600.13,CXCL10_ENSG00000169245.6,HLA-DQA1_ENSG00000196735.13,PDCD1LG2_ENSG00000197646.8,HLA-DRB5_ENSG00000198502.6,CD247_ENSG00000198821.11,HLA-DOA_ENSG00000204252.14,HLA-DMA_ENSG00000204257.15,HLA-DRA_ENSG00000204287.14,HLA-DPB1_ENSG00000223865.11,HLA-DPA1_ENSG00000231389.7,HLA-DQA2_ENSG00000237541.4,HLA-DMB_ENSG00000242574.9,CCL5_ENSG00000271503.6,file_id
TCGA-CV-A6K2,19.0654,1.0196,6.4001,45.5984,0.85,174.8888,32.1398,1.2494,22.1015,0.5553,26.8312,52.7686,3.1106,1.9048,143.3857,20.8781,4.9382,310.9057,4.8654,5.7834,32.1074,571.3546,37.0599,47.8523,0.5648,7.4681,64.6435,bfc9aff7-93e2-4331-9722-764f599e9409
TCGA-DQ-7589,6.1165,0.2263,1.5251,9.462,0.1509,47.2085,1.4996,0.3389,4.8385,0.3129,12.9537,18.8003,1.3238,0.9903,29.2437,5.5565,1.86,82.8327,1.0647,2.7162,10.4079,263.6177,14.9627,23.5144,11.1883,3.1301,8.3827,5ed98c17-8df8-48b3-a6f9-3d5c33119e26
TCGA-CR-7391,50.6764,2.5732,8.7915,35.4395,1.5098,147.8201,13.3678,1.1815,5.6623,1.1223,15.9194,128.5975,6.2417,8.0527,220.7865,54.7059,7.6223,257.6365,8.2968,23.6679,61.7112,2062.9082,139.1073,147.4685,82.3125,19.245,155.4466,3b799ba8-b92c-4569-ae57-08bda7449f25
TCGA-H7-8501,55.0493,5.1048,51.0065,181.2307,15.5404,373.6513,170.6749,10.7633,41.8301,8.8012,127.4898,1847.8573,26.1061,18.5073,10400.427,139.8158,61.987,1621.5046,26.3791,76.5611,233.972,10130.7905,278.0453,509.6938,680.526,78.5172,763.6644,38f3f620-6776-4d79-ba15-f562e6f30277
TCGA-CV-7409,27.8613,2.4521,25.198,63.1806,4.8764,751.8238,78.085,1.8118,3.7663,1.0844,51.8176,148.392,6.5124,3.9743,106.1448,80.2103,7.7944,918.4409,7.1877,186.6386,251.9599,7007.4278,314.9649,279.6392,116.8911,64.7881,164.8286,d10f39f7-70e3-442d-bac2-0d8900f03dee
TCGA-D6-A6EM,32.1258,3.9128,59.0184,33.8596,6.4459,195.4554,218.2309,2.3317,11.5179,2.3016,93.5111,103.5664,14.7507,7.4983,1595.8196,70.2645,15.1194,672.5228,10.3033,17.1056,262.2386,2992.2083,352.82,308.1443,32.0296,48.5982,159.148,0401cfb1-2922-40fb-bb2c-f5c6966dbe49
TCGA-F7-8489,45.1186,2.1178,11.7658,86.65,3.406,469.4417,56.266,2.1767,32.4136,1.8977,47.3926,465.935,22.5842,16.365,688.9446,102.4724,12.3513,299.2712,9.1134,41.1562,143.9291,3251.5668,215.6668,311.1967,64.0212,34.2105,158.1577,2c2078a4-b77d-4cb7-ab07-bacf57cdec28
TCGA-F7-7848,38.608,1.2333,8.4748,81.088,0.1458,62.7413,8.4226,1.2701,2.966,1.2457,21.8327,20.0824,4.7859,3.5809,12.8744,35.1218,3.9209,119.7947,6.9309,13.4051,38.2833,1014.5543,68.3522,118.8492,60.4762,14.3804,111.1259,8092885a-cc9c-481d-a726-89ca9f112f5c
TCGA-CQ-5329,54.0002,1.1238,12.6732,44.7089,2.9074,423.3708,36.508,1.5079,5.5594,2.6655,23.6611,681.168,11.3834,11.94,561.5544,107.3795,19.016,430.8759,5.4962,121.937,105.4291,4501.2695,171.8932,392.0554,37.6586,39.3381,103.4741,4b2bbd5e-3d02-445e-904f-6d69d43816af
TCGA-C9-A480,7.4184,0.8007,6.4194,37.4398,2.025,331.2368,20.3117,1.1811,9.8921,1.1085,36.9325,106.3051,2.8102,2.2422,271.1614,17.3386,5.4497,112.7091,2.3158,6.3995,27.1543,719.927,40.3741,64.4099,53.5409,6.7208,67.5787,a22b70b1-3c74-43d9-9786-07d254605fb0
TCGA-BB-7870,4.8757,0.5329,2.3766,7.7702,0.7108,35.4177,6.4798,0.2539,4.1514,0.3181,34.4591,11.9054,2.6899,1.4523,95.3717,5.354,0.6415,19.2383,1.8804,1.1065,8.6888,152.7023,9.9726,14.5353,8.4867,2.4491,41.9548,db7c3ee7-60dc-4730-b426-b733c6a41ada
TCGA-P3-A6T7,5.2329,0.6433,4.3872,48.0557,0.7606,195.4499,13.8553,1.4838,16.7169,0.3504,18.757,131.9063,2.989,0.7588,276.3304,4.4013,6.628,50.8448,2.258,2.1049,14.0927,376.9638,20.0593,14.3955,21.1989,3.4167,197.1106,36967820-2fb2-41f5-9fa8-b2021d09e0ad
TCGA-HD-7831,23.999,0.2416,1.0377,90.0031,0.2993,66.3002,2.4979,0.2138,11.5575,1.2126,10.5309,26.0238,2.7098,1.6881,22.9796,40.3607,16.9517,79.8071,1.3027,11.2947,35.2003,910.0083,64.3379,77.2245,28.8975,10.7048,11.1219,b5506833-abd9-4411-b9fd-4516fbc6fafc
TCGA-CV-7437,14.1002,0.4271,1.7655,5.3549,0.0579,27.3649,2.6331,0.3662,2.0639,0.1309,11.9322,4.5555,0.7367,0.9858,5.4566,38.0334,0.7635,66.399,2.3623,9.1477,26.4572,703.7764,63.0059,58.7396,22.5399,5.5899,21.5728,3f7bd19f-bcfc-4327-a1e2-bc30b4f6e861
TCGA-CQ-5326,37.2513,0.3513,3.7635,91.4792,0.8512,309.963,8.7601,0.7134,12.4668,2.4821,19.3697,30.987,2.9915,2.2278,18.6534,71.8209,20.6791,253.7685,1.3449,7.8786,24.6071,1443.9107,52.2052,66.8332,0.893,9.0792,137.4935,7acd7331-19ee-4160-9bed-f23663032491
TCGA-BA-5153,52.8722,4.3579,23.6204,437.9643,3.6614,146.6685,66.9088,5.2621,6.0011,1.38,49.7775,28.4888,15.6637,8.4295,137.7342,58.2084,2.7347,408.4873,21.2573,18.1271,81.8866,3455.8835,114.2865,171.463,57.7807,55.9597,508.7609,0fe556bf-dcc8-4a8c-8b5e-b04d82e6211a
TCGA-QK-A8Z9,53.8599,1.1232,5.9453,67.601,0.9871,287.106,17.1564,0.9404,6.8088,2.0337,20.1014,154.8451,8.9742,6.6053,130.1461,89.1818,13.467,333.2243,5.0966,33.0985,95.6575,2990.2305,205.523,104.4071,130.5182,29.367,67.2486,88983362-a45a-4eb1-bdd2-e7b2705d9c88
TCGA-MT-A51X,8.3035,0.2379,1.8593,15.0669,0.4641,107.1141,11.1889,0.4842,2.4168,0.2332,15.1485,38.4232,2.305,1.4482,48.0394,11.9656,2.6702,30.2212,1.842,4.0875,22.7462,366.1107,24.7395,23.5727,4.9678,4.5616,54.6928,5df6ebd2-2049-436d-b845-86674a084db5
TCGA-CR-5243,49.6841,2.0028,7.8725,186.9327,0.991,156.1879,23.8559,1.2138,9.5706,1.0494,43.6563,78.0292,14.2597,9.756,331.687,17.1113,4.112,153.4242,9.0237,11.0937,77.736,1655.2899,78.7693,103.5936,96.6927,20.6631,151.4603,4e136d13-7cef-4b44-aa07-6cd04d8a31f7
TCGA-CV-7248,30.9886,1.5152,4.8769,31.8671,0.7218,108.729,3.0696,0.8841,3.7238,0.7346,15.2056,25.1062,3.1452,1.7782,36.7505,43.0015,3.2888,110.6645,4.6263,15.1059,42.8738,983.8847,73.0253,34.8708,28.6579,10.4315,76.9453,1c360680-f479-4eec-8aa5-0c1a13b75a42
TCGA-CQ-6220,12.9138,0.6114,6.4189,31.0832,2.0616,289.7957,19.0013,1.1223,8.5662,0.777,23.7678,67.2145,3.111,2.441,239.3381,68.8731,7.4792,679.1658,2.6229,78.4366,145.752,3321.3235,134.5936,292.9827,161.6933,26.3,31.7238,953b89f7-4f4d-4624-9684-d287d490d5b4
TCGA-UF-A7JH,33.2363,1.5612,13.736,32.0576,7.5902,134.2958,53.1466,0.6711,3.6057,1.2026,24.2523,111.2179,7.9064,5.0309,233.2365,64.2447,3.6591,435.8618,3.4831,14.9779,57.7559,1257.6522,111.2729,137.1161,1.6062,17.73,62.9982,1ea7ed6e-0e4c-440b-b54f-229ada1a69f7
TCGA-F7-A61S,17.0678,1.9095,25.7242,36.2953,3.3113,247.5313,57.9065,2.535,23.0819,2.8601,44.8108,66.8096,11.0479,10.7684,1292.8786,17.9149,25.4543,271.6794,7.414,5.8251,68.5908,1428.2099,74.1513,145.0507,56.1532,11.4637,593.6014,6e51b34e-3765-4dc7-b958-4131d0802810
TCGA-CV-5440,8.294,0.4354,1.4959,109.4741,0.4045,273.6386,13.8509,0.1376,7.8095,0.3811,36.8488,44.5561,0.6103,0.4035,65.1667,15.3231,1.9133,157.256,1.0118,4.013,16.456,478.5711,25.4651,31.6132,2.7995,4.8133,22.3276,97462011-c8af-4335-8886-813b9ba3c697
TCGA-CX-A4AQ,67.8842,2.8675,15.2371,219.2017,0.3047,58.7187,25.672,2.6622,1.7245,1.2862,63.9752,42.7642,18.4142,6.1168,141.6863,283.5685,2.7309,1176.9405,12.1833,166.2468,298.1081,6173.0879,511.6608,586.9444,616.628,80.4018,185.8411,4053afaa-596a-4a22-bf80-d413794d80e1
TCGA-CV-7433,100.1063,2.1852,57.6589,242.5271,5.2104,413.682,35.7346,1.2659,12.986,4.4795,39.3552,1164.918,16.4239,16.3976,1989.8062,93.5363,14.5592,689.0113,11.8799,36.6875,144.9776,4131.9574,245.9469,405.5928,243.0677,38.435,666.156,b7139eaf-eac0-4794-aee2-3695a2043bfe
TCGA-CV-5434,84.414,1.8771,5.4822,60.5364,0.3798,258.7391,3.8165,0.5981,41.3905,3.0059,13.2279,131.0197,8.32,6.1703,100.088,29.1609,13.9397,351.6275,5.3583,25.6572,56.9923,2145.5027,127.5882,139.7673,108.5991,22.6027,72.187,63cf0b7d-bfdb-4576-8c68-6b815da9835c
TCGA-CV-A6JE,16.3891,0.8769,36.9302,16.8758,1.2144,58.1178,101.9054,2.6948,8.8567,1.0747,31.4041,84.1839,14.5216,2.5772,228.3434,17.5115,5.0481,348.2062,8.6546,5.6934,135.0155,778.2091,155.0934,20.5133,6.096,11.1723,429.9388,8b710010-8a49-469f-9b0f-58c79916ae37
TCGA-DQ-7590,175.9093,9.8407,45.0742,316.1034,27.736,311.4672,121.1212,4.6465,71.2099,6.1215,57.43,823.552,34.6919,18.538,885.3944,261.0595,26.6538,1250.3452,21.5797,78.5299,228.0446,8607.7445,436.2412,598.9872,514.5625,85.8585,519.7539,e3961310-002a-45bf-8ffd-088c400545cf
TCGA-CQ-6219,59.3599,2.5951,22.8487,78.7979,5.2503,593.323,32.5484,2.0671,22.8705,2.1025,59.7903,591.2293,7.1624,5.6337,2006.2784,155.5593,10.7375,1620.1788,6.4734,63.2757,281.8836,7349.8129,407.5236,706.9521,777.1238,62.1834,322.8128,41542898-f98a-4e0f-b4cf-e7153a39acb7
TCGA-KU-A66T,3.0031,0.0876,0.6585,11.3567,0.0475,61.1318,5.7746,0.0969,2.9254,0.4295,11.2739,0.2707,0.6717,0.2405,17.5682,2.6399,2.1515,14.1681,0.6272,1.0672,5.3165,103.9539,7.2454,9.2033,7.4932,1.4958,1531.4929,f6767fe8-f7a4-4993-a785-b0eaefc2f798
TCGA-HD-A633,12.215,0.1256,0.6653,48.1285,0.0454,19.9044,8.2054,0.6299,2.0599,0.2736,11.3671,3.6023,1.8488,0.7313,4.0686,8.2468,2.395,41.322,1.5256,3.8039,16.9209,367.1981,23.2867,30.1419,14.3592,4.3955,23.534,5a56089f-5a40-481c-a344-99309cd1d4cd
TCGA-CV-6943,91.6145,6.117,38.4381,106.8162,6.5975,474.8857,41.1099,1.4191,38.3666,2.3168,65.9167,1281.6459,8.7236,9.2026,1364.7457,78.0721,19.0382,738.444,19.5932,63.0306,145.4557,4954.9962,344.1963,371.4714,341.9963,39.4638,478.3973,ca7103ce-8d6d-4b6f-8982-c12914fc896e
TCGA-CR-7369,27.2286,0.7071,3.994,70.0804,0.1393,88.6423,9.636,0.8154,13.7194,0.7878,9.2925,11.062,3.2066,3.0583,29.775,23.1754,4.0705,229.8927,3.8902,11.145,26.8066,697.9329,43.0631,79.0765,32.0199,7.5476,101.1245,2d16a5f3-bcc1-4809-9137-9170ddfd8026
TCGA-CV-7250,27.2469,1.2378,3.7402,26.5704,0.8145,160.599,9.0639,1.7019,16.0164,0.5237,39.4463,43.92,2.4943,2.0737,110.5108,47.7703,3.5547,262.7174,6.4723,22.1779,60.5993,1961.4613,102.5305,185.66,80.2659,15.5585,70.484,8c9dd8be-0b32-4bc9-aa8e-a86fa8712325
TCGA-D6-6826,94.2852,1.2599,4.9163,128.9407,0.7413,155.5548,10.9006,5.1292,8.3383,7.2053,27.6079,52.8419,8.6103,6.9163,156.5761,88.7472,15.1919,332.8783,3.9587,34.223,70.3069,2929.7243,106.5077,233.075,112.7689,24.3964,126.0426,3ea984a8-8d51-4994-b8c1-e6cf1f92c6fa
TCGA-QK-A8ZA,7.7656,0.1766,2.7812,19.1373,1.1485,122.1393,6.7453,0.4168,51.931,0.6493,17.7818,6.6044,3.1773,1.5571,22.884,4.3219,15.7583,21.5728,1.4748,1.7248,8.2172,168.8804,16.6163,10.8479,3.4977,2.68,9.639,f78434bc-dc0a-412b-871d-59b823b686dc
TCGA-BA-A6DE,6.4625,0.308,8.9564,58.4812,2.0027,413.4954,12.9247,0.5451,6.1287,0.5931,24.4697,44.1291,2.3206,1.5369,176.329,8.8257,4.0127,38.6194,1.4887,2.3318,27.7494,531.257,15.7907,22.4025,14.3767,3.2671,99.9258,eb358d94-4cba-4f14-ba44-a8fdaa4140a2
TCGA-BB-A5HZ,5.1313,0.1163,3.0367,19.2827,0.0504,75.4069,1.9636,0.1853,5.8705,0.38,3.909,2.6314,1.8544,1.2303,11.2753,4.9052,3.389,62.0298,1.0594,1.3169,7.1228,166.276,11.1186,15.0083,12.0598,2.0117,36.1267,459912ae-ae3b-4066-8e8a-ca2842e82f41
TCGA-CN-4738,43.5583,1.9743,13.6613,65.1337,2.0923,215.5219,6.9737,2.5628,10.1068,2.4375,48.7598,140.0099,8.9875,5.0578,126.7357,53.7448,7.9085,890.9533,6.5664,35.3135,73.2379,2196.3263,116.6695,171.1217,52.4899,17.0395,87.3569,59fe2b9f-da64-452e-a54a-245fbb6bf76d
TCGA-CN-6989,115.8641,1.5736,3.306,126.8233,0.1383,84.6542,2.9494,0.4329,15.1505,6.5148,17.9342,8.7135,22.3276,11.8642,18.3372,146.4532,13.0826,337.5939,8.8558,27.7625,89.6428,3153.5102,196.5854,248.0202,95.2141,28.932,82.6674,52615511-71e2-4ed9-a56f-d470662ef5ef
TCGA-CV-6959,35.7665,1.0021,7.7467,157.2271,1.1066,205.3716,25.2797,1.1044,16.1409,3.2284,30.3733,462.2456,9.5087,5.1141,1281.1124,42.651,24.2849,880.8503,3.5802,12.1494,74.4267,2279.234,74.4654,207.0892,67.9107,15.4068,115.1544,6ddaa57e-0b22-43e7-9c2b-6212af18b2f5
TCGA-KU-A6H8,9.5882,1.2313,6.6199,25.6218,0.5931,51.9141,6.4824,0.4843,2.6663,0.2794,12.9203,24.4314,2.3494,1.2972,55.7786,21.3571,1.4767,51.8573,4.6589,6.7105,36.9335,591.9455,55.7618,56.4278,3.982,7.5515,97.3871,7a8db4d9-ddee-4f17-bf71-d33e43afaeab
TCGA-CV-A6JO,21.4486,1.4391,19.7198,102.2761,4.6545,340.0516,61.5187,1.3141,46.4619,1.2691,31.4622,299.9719,7.9018,5.1528,2589.8314,61.0181,14.7937,315.6504,4.9053,10.2422,74.8598,1529.1296,110.3167,137.9443,1.5628,18.0945,160.4106,b594be41-26d7-4416-b694-ea33bf89b9ed
TCGA-CV-A45Z,26.0705,2.4335,12.3829,29.7636,4.759,185.2075,15.6326,2.4113,12.8965,2.442,43.5286,98.3055,9.4419,4.9898,210.9052,73.5812,7.1091,214.0821,6.4547,25.6354,70.978,1990.564,110.402,146.6495,50.0047,16.6777,93.7998,2d667907-3666-4cb4-8629-6c20b4ef77b3
TCGA-CV-A463,4.1133,0.4965,1.767,3.0961,0.5638,150.5231,10.7349,0.9417,2.9462,0.1159,14.9142,30.8199,1.5372,0.6136,96.0319,16.069,3.3688,76.4663,1.4309,3.3003,23.2504,562.5928,29.3338,44.3365,12.9412,3.9692,38.6727,00493cfb-cfcf-4994-b4f4-3f1ff94e21f8
TCGA-QK-A6V9,31.2764,3.3131,19.0716,137.6737,5.0915,252.5362,26.5405,3.5012,15.104,1.4948,81.625,537.6282,20.8053,8.0697,1214.8143,59.6694,4.5635,606.2439,8.9776,20.9343,121.1776,2550.9818,126.8475,174.1693,190.3459,35.1457,187.6509,0df563f3-af10-446d-bf7d-9c16c685aaa4
TCGA-CV-5441,12.1941,1.0532,6.9205,34.0362,0.3995,68.8672,11.4776,0.8622,10.1788,0.6023,13.0801,28.437,2.4868,2.1286,25.4696,22.1513,3.865,115.173,2.6042,3.259,20.9264,404.9662,33.8295,25.1786,12.8464,5.0641,62.5676,649d954a-847a-4698-95c2-dbb18582d864
TCGA-BB-4223,58.1182,5.433,21.3892,200.5784,4.454,255.9206,25.8329,2.8049,7.6777,2.6177,32.8398,288.1013,11.9615,12.1314,361.4796,107.6243,5.6386,472.7525,16.6116,38.7281,56.92,1845.1607,130.6179,159.4606,45.3339,24.5545,244.9868,b4dd9915-1bee-4a4c-8cfa-9bb5c8157243
TCGA-CR-6482,134.6297,3.7333,20.0507,45.4608,2.7531,265.7816,9.5825,1.0049,6.5296,2.4998,36.9674,352.3077,10.4807,11.1595,174.8043,147.2303,9.887,757.6075,17.0054,154.4725,191.4969,6240.5824,474.5744,325.8181,192.048,57.9069,100.6598,c01bfd3f-c2ee-4a2e-abe1-c08def164e56
TCGA-BA-A6DI,3.9868,0.2969,2.2154,37.1804,0.724,105.6557,2.0621,0.4105,9.2601,0.2729,27.6476,217.9396,2.7995,1.4446,197.5241,28.2564,6.4289,161.0462,1.3282,21.8799,70.2199,1554.6043,67.9497,61.8249,5.2783,12.4171,16.7015,73a49f51-4a65-4bfd-ab68-2003a3a2cee2
TCGA-UF-A7JA,28.4229,0.9184,3.0479,53.4232,0.181,71.3781,5.7901,0.3325,2.6408,0.648,21.1185,18.0185,2.5603,0.7083,38.3295,8.5014,2.9287,105.6347,1.7385,10.6089,34.9611,953.7998,35.9459,57.4587,29.3114,5.9149,25.9511,f58540cd-7ad0-4167-b984-3506713d5da1
TCGA-CV-7103,27.8297,0.3882,0.8893,35.8941,0.187,68.5304,15.4036,0.1336,3.6936,0.6696,9.4336,17.3683,3.7568,3.0353,10.745,38.2075,5.3543,67.7129,2.1894,7.4693,30.3076,793.536,56.7354,55.1682,6.1354,7.5971,110.0219,91fa8c2b-ee99-42ec-a0e2-088931d05c4a
TCGA-CN-4735,99.8423,2.7401,17.6098,340.9061,5.4536,331.5329,40.9892,1.2126,9.853,5.9223,53.5022,434.8731,7.4862,5.5196,181.3658,347.4021,8.8459,1776.506,5.722,104.6038,141.4181,5097.2389,292.0997,478.9325,142.2158,55.4954,384.1369,e0cb075a-1270-482f-a8ae-d1fdcf6ba0f0
TCGA-P3-A6T2,10.8085,0.3531,3.5311,31.6802,0.4373,87.8922,10.1682,0.2232,12.4894,0.989,25.4322,26.3753,5.259,3.5241,211.9029,11.84,26.8401,50.0487,1.1324,2.6899,18.6259,366.5592,24.5817,22.0789,2.9514,3.5878,74.9465,ccfa22c8-d440-460e-899d-98ce642effca
TCGA-CV-A6JT,15.5761,0.598,8.2742,15.4801,0.8334,82.2407,28.7786,0.4915,10.0041,0.3839,24.5445,27.0282,7.2572,3.3896,86.3665,34.3096,6.5473,133.0799,2.9326,7.0874,39.6027,761.0015,128.5282,77.7989,43.5305,12.2634,79.1068,d9f2f627-8527-47be-bb59-fe7033c3499d
TCGA-CV-6952,18.2383,0.5558,6.7826,52.6153,1.1217,443.829,17.6836,0.6615,19.6561,1.5815,29.631,178.5901,7.8286,4.9927,872.9515,11.7533,23.3345,130.7655,2.2947,5.06,28.7285,1163.9622,45.6951,73.9419,56.521,9.0303,240.1718,c45e4ae1-3b59-491a-b0d3-e8560e0d42a0
TCGA-DQ-5631,16.8811,0.0872,1.4675,137.9123,0.0,83.5582,4.8662,0.1697,4.9907,1.0682,13.6794,5.3205,3.8064,2.1576,10.5936,26.7809,7.6209,81.165,0.8508,7.5984,34.7398,585.941,37.2886,44.1705,6.3403,5.9423,10.8378,0d99adbf-a53d-4f67-8894-a906faa8cd0c
TCGA-IQ-A61H,10.4107,0.6485,2.3976,52.6323,0.6723,117.7291,18.9462,0.3493,61.1838,0.4146,13.7784,109.7172,1.3142,1.2664,100.7816,19.2475,14.0902,131.9773,1.9264,5.3091,28.5473,520.8768,34.4971,26.3186,5.127,6.6102,38.3635,c5cec55e-35d1-4203-9392-60aa8794534a
TCGA-CR-6480,27.9429,1.5152,6.5453,61.1884,1.7136,167.6932,8.1538,0.5247,9.7804,0.8612,40.0574,55.3058,3.2863,2.8713,87.521,69.4946,3.9346,268.3452,5.2729,35.7258,119.1542,2846.529,91.9194,181.7075,77.9264,34.3016,59.3362,c261903e-b302-4e33-80f5-44ba910eaa47
TCGA-CV-5442,5.644,0.2714,1.2356,14.9186,0.8236,2.9096,1.7303,0.2642,5.914,0.2883,2.9953,7.6381,0.9322,0.5418,3.0317,9.9162,0.9667,33.2289,0.9714,3.1986,5.5979,207.723,17.2452,20.4143,20.3768,1.7761,16.6826,73ba4949-9057-498b-80b5-8b6f70841a8e
TCGA-CQ-5333,144.4568,4.0177,138.202,154.4047,6.886,221.0978,120.4455,1.8192,18.9859,2.061,99.3398,2026.9328,20.7061,11.3462,2540.6609,441.5211,16.1694,628.5963,10.7615,119.5667,332.1451,8428.4994,583.7593,607.5429,44.5782,92.6011,175.0175,0302ccdb-2853-4679-be48-de365da40545
TCGA-CN-A6UY,32.4011,2.5697,46.1973,155.7773,6.5267,91.932,152.8879,3.5148,14.3306,1.3784,92.3146,24.5795,10.8254,5.2592,268.8928,183.5123,2.9417,2054.7252,14.7792,40.4171,216.0901,5662.562,426.3818,350.9245,222.1681,105.8014,745.7291,36a551c6-a242-42fe-84d5-e1bbc40664e0
TCGA-BA-A6DJ,16.9323,1.1186,14.5372,93.2825,6.0169,213.6776,72.6331,3.19,36.7188,1.4385,58.2358,197.9107,11.4598,6.8436,1543.7426,109.0299,12.9234,1343.0172,6.4972,13.2975,106.2935,3503.3187,140.2631,274.1633,82.2364,19.4026,164.3997,d7b647d8-f2bd-46b5-aa35-8b16b9eda800
TCGA-IQ-A6SH,17.1616,1.3747,20.9287,27.4812,1.6954,288.4929,61.4606,0.9439,5.2554,1.0456,25.5727,50.0027,8.751,5.0861,477.8195,18.1686,4.656,788.1036,4.7194,3.792,95.4968,2094.7416,62.919,132.4419,20.312,12.7184,321.4567,045ffab4-4408-4550-b46c-ba0b237bb00f
TCGA-CV-A45W,34.3075,1.913,11.6017,38.8145,1.8486,72.6654,13.5819,1.9583,31.739,0.8097,17.2921,64.513,6.7006,2.2085,109.935,40.4612,9.3292,127.6369,4.6495,14.4466,54.7167,1058.2654,66.4813,83.502,22.7405,13.5354,83.9129,5c1e860e-a8c2-4dfc-aceb-d1bddb365edf
TCGA-CQ-A4CH,13.4871,0.3981,2.2869,35.8964,0.3236,106.1008,5.5947,1.057,9.953,0.7725,9.6653,2.3656,1.9228,0.894,7.2819,8.1418,8.5134,34.8518,1.1981,2.6211,19.6462,309.7709,23.2265,10.4653,21.9507,4.8706,61.0879,51d2bbc3-8240-458b-9feb-0d9808fa1646
TCGA-CN-A63W,5.0031,1.1187,10.4131,33.5412,1.1904,132.9149,28.4577,0.5941,2.1576,0.2493,27.0948,50.0091,1.8214,1.2587,208.1658,9.2932,1.1855,89.6153,2.9781,3.281,39.6848,899.8749,36.3079,50.393,8.0566,6.528,240.9289,8de5bdb3-9dd2-45e0-8b21-1f2b285e0990
TCGA-CR-7367,37.4407,0.9691,4.9201,56.0042,0.15,162.7032,4.0997,1.1027,5.5842,1.5128,10.2905,80.9954,4.3303,3.178,58.8402,29.7709,8.5359,106.8765,3.0629,16.3494,30.3736,967.3309,53.6978,84.3544,49.8494,11.1372,55.0618,7e9a384d-04ae-4739-9ee4-1e97628b5a58
TCGA-QK-A6IF,75.5916,5.4594,33.1366,66.7762,4.3507,147.1152,8.9916,2.7356,7.8749,2.0662,75.2988,187.4691,31.0709,19.873,160.7978,127.2522,6.8459,204.2589,19.1995,60.7882,104.1624,2275.6431,189.8849,191.8676,51.6034,45.846,142.6324,a4ff09d2-4f62-403d-bed7-c8121af0e828
TCGA-WA-A7GZ,5.7723,0.3478,0.8589,3.2931,0.0942,17.3338,0.9176,0.2501,2.5557,0.0533,1.856,1.5086,0.1333,0.0651,1.9424,7.4526,1.1027,40.0325,0.5375,2.7334,10.3023,231.9051,21.4818,27.3581,12.3667,2.8944,8.7929,3a786e65-0e2d-4472-8532-551994771b06
TCGA-CV-5430,62.4401,2.208,6.7986,38.6366,1.0309,286.1086,11.6766,1.1725,3.6467,2.3312,43.8739,165.937,6.1252,4.8484,476.0505,102.7203,3.3365,704.0812,7.8029,30.9756,70.6278,2460.9021,151.564,221.7444,30.2124,24.6071,140.3272,0f230728-5576-43ee-be60-17e9efc5e808
TCGA-CV-7568,17.3902,0.5802,4.468,30.8732,0.7372,213.5759,85.7292,0.4604,18.3833,0.8663,28.7699,142.0664,4.5645,3.8139,94.619,26.346,11.488,90.6224,2.7339,10.419,21.3192,704.5817,42.7815,77.4682,33.7143,8.3334,47.2263,16680c4f-fb49-4bd0-ba7c-58f132ca77f3
TCGA-CV-7177,30.0352,0.1653,1.2421,22.7416,0.1791,59.0342,0.9966,0.1097,1.3992,0.8439,6.8464,6.01,1.6724,0.701,6.3688,36.5088,5.7082,236.3452,0.9679,8.5415,25.9087,776.5346,59.3574,64.0579,19.3404,7.0062,13.0956,0f6610dc-68ff-4e6a-8e14-247d14efdc3b
TCGA-CV-A468,35.7499,4.7343,47.0682,50.9597,2.845,211.7468,73.3953,4.9782,11.2173,2.5275,54.6254,164.3802,10.8959,10.0355,590.3571,89.0172,8.1963,838.039,15.9984,25.8621,119.7497,2445.5315,148.47,220.2105,3.4179,28.4075,864.5616,ee3bb002-0561-4bf4-85bf-d4425036579c
TCGA-CX-7082,22.3896,1.5152,13.3923,41.9287,2.5228,159.9743,3.689,0.7774,5.1638,0.7176,23.6044,171.365,4.0943,1.8849,197.8035,56.915,4.2427,98.8242,2.3435,13.4314,44.6509,929.3875,64.7414,88.4912,17.6331,10.0467,56.067,f0710431-74a4-4b7e-a715-885b09db10f2
TCGA-CN-A63T,27.7683,1.7375,15.6521,81.404,2.3178,144.1291,41.7214,1.7941,6.3343,1.4378,35.0641,204.9068,13.1979,6.3144,124.5149,43.9987,3.799,504.2434,5.9722,10.3545,80.4962,2126.448,73.8723,130.2162,2.6871,16.4537,214.084,3d00f82c-a193-4eec-8a1b-472b3c614abd
TCGA-P3-A5QA,3.9786,0.0727,2.269,109.5574,0.2101,147.952,59.9,0.4719,77.9564,0.6732,17.2823,22.3037,3.9835,1.8867,85.3272,8.956,21.3711,20.8662,2.1763,1.0212,9.29,168.655,10.6109,11.8423,26.9213,1.5997,41.8026,897b51e4-4451-4912-afc3-4866a618573d
